"PROVINSI","KECAMATAN","DESA","PROVNO","KABKOTNO","KECNO","DESANO","IDSP2010","PLN_HHOLD","PCT_PLN","NUM_HHOLDS","NUM_PLN","population","CLUST_POP","DESA_POP","pop","Clust_Code","Longitude","Latitude","EI_SubArea","FID","ho_size","Name"
"NUSA TENGGARA TIMUR","PAGA","WOLOREGA",53,10,10,16,5310010016,0,0.027304,293,8,NA,201,1559,201,"531001001601",122.037139,-8.703681,"FloresBara",4184,5.32081911262799,"531001001601"
"NUSA TENGGARA TIMUR","PAGA","WOLOREGA",53,10,10,16,5310010016,0,0.027304,293,8,NA,170,1559,170,"531001001602",122.024371,-8.714576,"FloresBara",4180,5.32081911262799,"531001001602"
"NUSA TENGGARA TIMUR","PAGA","WOLOREGA",53,10,10,16,5310010016,0,0.027304,293,8,NA,169,1559,169,"531001001603",122.046062,-8.7088,"FloresBara",4181,5.32081911262799,"531001001603"
"NUSA TENGGARA TIMUR","PAGA","WOLOREGA",53,10,10,16,5310010016,0,0.027304,293,8,NA,131,1559,131,"531001001604",122.002073,-8.677212,"FloresBara",4270,5.32081911262799,"531001001604"
"NUSA TENGGARA TIMUR","PAGA","WOLOREGA",53,10,10,16,5310010016,0,0.027304,293,8,NA,103,1559,103,"531001001605",122.019018,-8.687617,"FloresBara",4228,5.32081911262799,"531001001605"
"NUSA TENGGARA TIMUR","PAGA","WOLOREGA",53,10,10,16,5310010016,0,0.027304,293,8,NA,85,1559,85,"531001001606",122.034012,-8.705821,"FloresBara",4288,5.32081911262799,"531001001606"
"NUSA TENGGARA TIMUR","PAGA","WOLOREGA",53,10,10,16,5310010016,0,0.027304,293,8,NA,70,1559,70,"531001001607",122.008293,-8.699487,"FloresBara",4235,5.32081911262799,"531001001607"
"NUSA TENGGARA TIMUR","PAGA","WOLOREGA",53,10,10,16,5310010016,0,0.027304,293,8,NA,64,1559,64,"531001001608",122.032108,-8.707393,"FloresBara",4232,5.32081911262799,"531001001608"
"NUSA TENGGARA TIMUR","PAGA","WOLOREGA",53,10,10,16,5310010016,0,0.027304,293,8,NA,63,1559,63,"531001001609",122.030205,-8.712445,"FloresBara",4256,5.32081911262799,"531001001609"
"NUSA TENGGARA TIMUR","PAGA","WOLOREGA",53,10,10,16,5310010016,0,0.027304,293,8,NA,59,1559,59,"531001001610",122.018506,-8.695601,"FloresBara",4259,5.32081911262799,"531001001610"
"NUSA TENGGARA TIMUR","PAGA","WOLOREGA",53,10,10,16,5310010016,0,0.027304,293,8,NA,54,1559,54,"531001001611",122.023882,-8.699674,"FloresBara",4250,5.32081911262799,"531001001611"
"NUSA TENGGARA TIMUR","PAGA","WOLOREGA",53,10,10,16,5310010016,0,0.027304,293,8,NA,52,1559,52,"531001001612",122.029123,-8.714804,"FloresBara",4251,5.32081911262799,"531001001612"
"NUSA TENGGARA TIMUR","PAGA","WOLOREGA",53,10,10,16,5310010016,0,0.027304,293,8,NA,49,1559,49,"531001001613",122.016987,-8.717126,"FloresBara",4261,5.32081911262799,"531001001613"
"NUSA TENGGARA TIMUR","PAGA","WOLOREGA",53,10,10,16,5310010016,0,0.027304,293,8,NA,49,1559,49,"531001001614",122.024421,-8.683253,"FloresBara",4262,5.32081911262799,"531001001614"
"NUSA TENGGARA TIMUR","PAGA","WOLOREGA",53,10,10,16,5310010016,0,0.027304,293,8,NA,46,1559,46,"531001001615",122.023451,-8.690287,"FloresBara",4267,5.32081911262799,"531001001615"
"NUSA TENGGARA TIMUR","PAGA","WOLOREGA",53,10,10,16,5310010016,0,0.027304,293,8,NA,46,1559,46,"531001001616",122.015914,-8.697082,"FloresBara",4268,5.32081911262799,"531001001616"
"NUSA TENGGARA TIMUR","PAGA","WOLOREGA",53,10,10,16,5310010016,0,0.027304,293,8,NA,43,1559,43,"531001001617",122.014945,-8.687771,"FloresBara",4277,5.32081911262799,"531001001617"
"NUSA TENGGARA TIMUR","PAGA","WOLOREGA",53,10,10,16,5310010016,0,0.027304,293,8,NA,41,1559,41,"531001001618",122.008751,-8.674041,"FloresBara",4280,5.32081911262799,"531001001618"
"NUSA TENGGARA TIMUR","PAGA","WOLOREGA",53,10,10,16,5310010016,0,0.027304,293,8,NA,36,1559,36,"531001001619",122.006669,-8.665026,"FloresBara",4289,5.32081911262799,"531001001619"
