FID,PROVINSI,KECAMATAN,DESA,PROVNO,KABKOTNO,KECNO,DESANO,IDSP2010,KABKOT,SUMBER,id_kec,POLY,IDSP,VILLAGE_CO,KODE_PROV,NAMA_PROV,KODE_KAB,NAMA_KAB,KODE_KEC,NAMA_KEC,KODE_DESA,NAMA_DESA,R401A,R401B,R401C,R501A,R501B,PLN_HHOLD,NO_PLN,AREA_KM2,TOT_POP,TOT_HHOLD,POP_DEN,HHOLD_DEN,MID,PLN_GRID,X,Y,Longitude,Latitude
838,MALUKU,KEI BESAR,WAUR,81,02,020,020,8102020020,MALUKU TENGGARA,BADAN PUSAT STATISTIK,8102020,POLY,0,8102020020,81,MALUKU,2,MALUKU TENGGARA,20,KEI BESAR,20,WAUR,635,729,334,320,14,0.958084,14,2.896271,1364,334,470.95042,115.320704,0.093121,0,14803924.411,-633593.840493,132.985916,-5.682332
839,MALUKU,KEI BESAR,OHOINANGAN,81,02,020,024,8102020024,MALUKU TENGGARA,BADAN PUSAT STATISTIK,8102020,POLY,0,8102020024,81,MALUKU,2,MALUKU TENGGARA,20,KEI BESAR,24,OHOINANGAN,395,395,182,154,0,0.846154,28,2.264058,790,182,348.930941,80.386622,0.111534,0,14804104.3579,-632285.141736,132.987532,-5.670634
847,MALUKU,KEI BESAR,FAKO,81,02,020,028,8102020028,MALUKU TENGGARA,BADAN PUSAT STATISTIK,8102020,POLY,0,8102020028,81,MALUKU,2,MALUKU TENGGARA,20,KEI BESAR,28,FAKO,267,323,336,0,109,0,336,21.078599,590,336,27.990475,15.940338,0.250467,0,14810267.2163,-627263.426085,133.042894,-5.625742
848,MALUKU,KEI BESAR,REYAMRU,81,02,020,029,8102020029,MALUKU TENGGARA,BADAN PUSAT STATISTIK,8102020,POLY,0,8102020029,81,MALUKU,2,MALUKU TENGGARA,20,KEI BESAR,29,REYAMRU,254,248,121,0,0,0,121,24.772255,502,121,20.264607,4.884497,0.45247,0,14813063.6809,-623677.665426,133.068015,-5.593685
855,MALUKU,KEI KECIL,WARWUT,81,02,010,014,8102010014,MALUKU TENGGARA,BADAN PUSAT STATISTIK,8102010,POLY,0,8102010014,81,MALUKU,2,MALUKU TENGGARA,10,KEI KECIL,14,WARWUT,199,234,110,0,80,0,110,20.332424,433,110,21.296034,5.410078,0.42993,0,14775244.1465,-652446.094137,132.728276,-5.850828
859,MALUKU,KEI BESAR UTARA TIMUR,KILWAIR,81,02,021,001,8102021001,MALUKU TENGGARA,BADAN PUSAT STATISTIK,8102021,POLY,0,8102021001,81,MALUKU,2,MALUKU TENGGARA,21,KEI BESAR UTARA TIMUR,1,KILWAIR,844,790,440,0,410,0,440,18.362584,1634,440,88.985296,23.961769,0.204287,0,14814808.8195,-620389.600688,133.083692,-5.564287
861,MALUKU,KEI BESAR UTARA TIMUR,HOLLAT,81,02,021,002,8102021002,MALUKU TENGGARA,BADAN PUSAT STATISTIK,8102021,POLY,0,8102021002,81,MALUKU,2,MALUKU TENGGARA,21,KEI BESAR UTARA TIMUR,2,HOLLAT,839,878,457,0,432,0,457,35.99491,1717,457,47.701189,12.69624,0.280648,0,14816928.4544,-615323.452001,133.102733,-5.51899
862,MALUKU,KEI BESAR UTARA TIMUR,OHOIFAU,81,02,021,003,8102021003,MALUKU TENGGARA,BADAN PUSAT STATISTIK,8102021,POLY,0,8102021003,81,MALUKU,2,MALUKU TENGGARA,21,KEI BESAR UTARA TIMUR,3,OHOIFAU,340,450,196,0,182,0,196,14.754836,790,196,53.541767,13.28378,0.274372,0,14818463.749,-609797.678352,133.116525,-5.469579
864,MALUKU,KEI KECIL TIMUR,OHOINOL,81,02,013,008,8102013008,MALUKU TENGGARA,BADAN PUSAT STATISTIK,8102013,POLY,0,8102013008,81,MALUKU,2,MALUKU TENGGARA,13,KEI KECIL TIMUR,8,OHOINOL,191,188,100,80,0,0.8,20,24.822898,379,100,15.268161,4.028538,0.498226,0,14778226.7704,-654908.495589,132.75507,-5.872832
867,MALUKU,KEI KECIL BARAT,OHOIRA,81,02,012,005,8102012005,MALUKU TENGGARA,BADAN PUSAT STATISTIK,8102012,POLY,0,8102012005,81,MALUKU,2,MALUKU TENGGARA,12,KEI KECIL BARAT,5,OHOIRA,584,601,293,138,0,0.47099,155,6.805667,1185,293,174.119591,43.052355,0.152406,0,14772799.2067,-650138.35586,132.706313,-5.830205
869,MALUKU,KEI KECIL,NGABUB,81,02,010,025,8102010025,MALUKU TENGGARA,BADAN PUSAT STATISTIK,8102010,POLY,0,8102010025,81,MALUKU,2,MALUKU TENGGARA,10,KEI KECIL,25,NGABUB,227,236,130,130,0,1,0,9.424083,463,130,49.129448,13.794446,0.269245,0,14777904.2039,-645053.540395,132.752172,-5.784762
882,MALUKU,KEI KECIL,NGAYUB,81,02,010,034,8102010034,MALUKU TENGGARA,BADAN PUSAT STATISTIK,8102010,POLY,0,8102010034,81,MALUKU,2,MALUKU TENGGARA,10,KEI KECIL,34,NGAYUB,279,292,134,84,0,0.626866,50,14.608723,571,134,39.086237,9.172602,0.330182,0,14772708.897,-634308.554908,132.705502,-5.688721
884,MALUKU,KEI KECIL,DEBUT,81,02,010,032,8102010032,MALUKU TENGGARA,BADAN PUSAT STATISTIK,8102010,POLY,0,8102010032,81,MALUKU,2,MALUKU TENGGARA,10,KEI KECIL,32,DEBUT,806,750,314,214,7,0.681529,100,10.303608,1556,314,151.015058,30.474761,0.181146,0,14770509.5141,-636957.079355,132.685745,-5.712396
885,MALUKU,KEI KECIL,RUMADIAN,81,02,010,031,8102010031,MALUKU TENGGARA,BADAN PUSAT STATISTIK,8102010,POLY,0,8102010031,81,MALUKU,2,MALUKU TENGGARA,10,KEI KECIL,31,RUMADIAN,203,197,80,67,0,0.8375,13,4.477501,400,80,89.335556,17.867111,0.236577,0,14770509.5141,-636957.079355,132.685745,-5.712396
890,MALUKU,TANIMBAR SELATAN,LERMATANG,81,01,040,001,8101040001,MALUKU TENGGARA BARAT,BADAN PUSAT STATISTIK,8101040,POLY,0,8101040001,81,MALUKU,1,MALUKU TENGGARA BARAT,40,TANIMBAR SELATAN,1,LERMATANG,524,526,259,0,40,0,259,74.35934,1050,259,14.12062,3.483086,0.535819,0,14607760.8494,-888585.148289,131.223748,-7.956599
905,MALUKU,WER MAKTIAN,WERATAN,81,01,042,006,8101042006,MALUKU TENGGARA BARAT,BADAN PUSAT STATISTIK,8101042,POLY,0,8101042006,81,MALUKU,1,MALUKU TENGGARA BARAT,42,WER MAKTIAN,6,WERATAN,979,826,364,291,73,0.799451,73,31.090134,1805,364,58.057004,11.707894,0.292254,0,14592495.2319,-855009.44543,131.086615,-7.657779
913,MALUKU,SELARU,KANDAR,81,01,043,004,8101043004,MALUKU TENGGARA BARAT,BADAN PUSAT STATISTIK,8101043,POLY,0,8101043004,81,MALUKU,1,MALUKU TENGGARA BARAT,43,SELARU,4,KANDAR,838,795,436,0,30,0,436,59.929204,1633,436,27.248818,7.275251,0.370746,0,14583318.9032,-914549.667851,131.004183,-8.187531
921,MALUKU,TANIMBAR UTARA,LAMDESAR BARAT,81,01,050,028,8101050028,MALUKU TENGGARA BARAT,BADAN PUSAT STATISTIK,8101050,POLY,0,8101050028,81,MALUKU,1,MALUKU TENGGARA BARAT,50,TANIMBAR UTARA,28,LAMDESAR BARAT,330,337,148,95,50,0.641892,53,30.910176,667,148,21.578654,4.788067,0.457004,0,14686300.8719,-804741.494954,131.929285,-7.210011
923,MALUKU,YARU,ROMEAN,81,01,051,001,8101051001,MALUKU TENGGARA BARAT,BADAN PUSAT STATISTIK,8101051,POLY,0,8101051001,81,MALUKU,1,MALUKU TENGGARA BARAT,51,YARU,1,ROMEAN,798,766,403,0,224,0,403,5.542886,1564,403,282.163471,72.705805,0.117278,0,14687448.649,-787523.808847,131.939596,-7.056539
925,MALUKU,YARU,AWEAR,81,01,051,003,8101051003,MALUKU TENGGARA BARAT,BADAN PUSAT STATISTIK,8101051,POLY,0,8101051003,81,MALUKU,1,MALUKU TENGGARA BARAT,51,YARU,3,AWEAR,133,140,75,0,44,0,75,5.53495,273,75,49.322937,13.550257,0.27166,0,14685359.7227,-786494.001265,131.920831,-7.047359
927,MALUKU,YARU,WALERANG,81,01,051,005,8101051005,MALUKU TENGGARA BARAT,BADAN PUSAT STATISTIK,8101051,POLY,0,8101051005,81,MALUKU,1,MALUKU TENGGARA BARAT,51,YARU,5,WALERANG,515,504,213,0,159,0,213,5.468206,1019,213,186.34996,38.952445,0.160226,0,14690134.4566,-782718.411664,131.963723,-7.013697
931,MALUKU,WUAR LABOBAR,KARATAT,81,01,052,005,8101052005,MALUKU TENGGARA BARAT,BADAN PUSAT STATISTIK,8101052,POLY,0,8101052005,81,MALUKU,1,MALUKU TENGGARA BARAT,52,WUAR LABOBAR,5,KARATAT,317,319,157,0,21,0,157,54.749471,636,157,11.616551,2.867608,0.590528,0,14639003.438,-814243.237275,131.504405,-7.294684
938,MALUKU,NIRUNMAS,WATURU,81,01,053,001,8101053001,MALUKU TENGGARA BARAT,BADAN PUSAT STATISTIK,8101053,POLY,0,8101053001,81,MALUKU,1,MALUKU TENGGARA BARAT,53,NIRUNMAS,1,WATURU,631,672,280,0,20,0,280,66.01717,1303,280,19.737289,4.241321,0.485567,0,14646839.9903,-841153.888322,131.574802,-7.534405
940,MALUKU,NIRUNMAS,MANGLUSI,81,01,053,003,8101053003,MALUKU TENGGARA BARAT,BADAN PUSAT STATISTIK,8101053,POLY,0,8101053003,81,MALUKU,1,MALUKU TENGGARA BARAT,53,NIRUNMAS,3,MANGLUSI,490,480,220,0,15,0,220,28.222381,970,220,34.369885,7.795232,0.358167,0,14650294.3741,-835118.518923,131.605834,-7.480653
943,MALUKU,KORMOMOLIN,LORWEMBUN,81,01,054,001,8101054001,MALUKU TENGGARA BARAT,BADAN PUSAT STATISTIK,8101054,POLY,0,8101054001,81,MALUKU,1,MALUKU TENGGARA BARAT,54,KORMOMOLIN,1,LORWEMBUN,396,358,192,0,170,0,192,51.298302,754,192,14.698342,3.742814,0.516893,0,14634255.0663,-853770.391984,131.46175,-7.646748
945,MALUKU,KORMOMOLIN,ALUSI KELAAN,81,01,054,005,8101054005,MALUKU TENGGARA BARAT,BADAN PUSAT STATISTIK,8101054,POLY,0,8101054005,81,MALUKU,1,MALUKU TENGGARA BARAT,54,KORMOMOLIN,5,ALUSI KELAAN,419,365,163,0,107,0,163,16.960628,784,163,46.224702,9.610493,0.322572,0,14640796.2543,-850409.983413,131.52051,-7.616828
947,MALUKU,KORMOMOLIN,MEYANO RAYA,81,01,054,007,8101054007,MALUKU TENGGARA BARAT,BADAN PUSAT STATISTIK,8101054,POLY,0,8101054007,81,MALUKU,1,MALUKU TENGGARA BARAT,54,KORMOMOLIN,7,MEYANO RAYA,611,639,261,0,100,0,261,35.93762,1250,261,34.782493,7.262584,0.371069,0,14644252.4317,-849257.454245,131.551558,-7.606566
950,MALUKU,KORMOMOLIN,ALUSI BATJAS,81,01,054,002,8101054002,MALUKU TENGGARA BARAT,BADAN PUSAT STATISTIK,8101054,POLY,0,8101054002,81,MALUKU,1,MALUKU TENGGARA BARAT,54,KORMOMOLIN,2,ALUSI BATJAS,286,304,152,0,121,0,152,49.878078,590,152,11.828844,3.047431,0.57284,0,14636998.0289,-852537.188873,131.48639,-7.635768
953,MALUKU,TANIMBAR UTARA,LELINGLUAN,81,01,050,022,8101050022,MALUKU TENGGARA BARAT,BADAN PUSAT STATISTIK,8101050,POLY,0,8101050022,81,MALUKU,1,MALUKU TENGGARA BARAT,50,TANIMBAR UTARA,22,LELINGLUAN,953,955,409,0,40,0,409,250.738867,1908,409,7.60951,1.631179,0.782977,0,14653403.7797,-806458.189957,131.633766,-7.225311
956,MALUKU,TANIMBAR SELATAN,WOWONDA,81,01,040,015,8101040015,MALUKU TENGGARA BARAT,BADAN PUSAT STATISTIK,8101040,POLY,0,8101040015,81,MALUKU,1,MALUKU TENGGARA BARAT,40,TANIMBAR SELATAN,15,WOWONDA,940,919,473,235,0,0.496829,238,33.287046,1859,473,55.847552,14.209732,0.265282,0,14617519.1746,-878484.466635,131.311409,-7.866727
963,MALUKU,TANIMBAR SELATAN,BOMAKI,81,01,040,017,8101040017,MALUKU TENGGARA BARAT,BADAN PUSAT STATISTIK,8101040,POLY,0,8101040017,81,MALUKU,1,MALUKU TENGGARA BARAT,40,TANIMBAR SELATAN,17,BOMAKI,544,505,278,111,0,0.399281,167,1.320064,1049,278,794.658369,210.595831,0.068909,0,14615174.4388,-883602.534309,131.290346,-7.912268
1007,MALUKU UTARA,OBA,WODA,82,72,040,008,8272040008,TIDORE KEPULAUAN,BADAN PUSAT STATISTIK,8272040,POLY,0,8272040008,82,MALUKU UTARA,72,TIDORE KEPULAUAN,40,OBA,8,WODA,153,146,83,46,0,0.554217,37,0.885055,299,83,337.831995,93.77945,0.103263,0,14216108.4861,45980.092957,127.705475,0.413043
1010,MALUKU UTARA,OBA SELATAN,SELA MALOFO,82,72,041,001,8272041001,TIDORE KEPULAUAN,BADAN PUSAT STATISTIK,8272041,POLY,0,8272041001,82,MALUKU UTARA,72,TIDORE KEPULAUAN,41,OBA SELATAN,1,SELA MALOFO,299,290,136,24,109,0.176471,112,29.679082,589,136,19.845627,4.582352,0.467149,0,14220127.3846,17073.065378,127.741578,0.15337
1056,MALUKU UTARA,PULAU BATANG DUA,PANTAI SAGU,82,71,012,001,8271012001,TERNATE,BADAN PUSAT STATISTIK,8271012,POLY,0,8271012001,82,MALUKU UTARA,71,TERNATE,12,PULAU BATANG DUA,1,PANTAI SAGU,99,82,44,0,42,0,44,2.970077,181,44,60.941187,14.814432,0.259811,0,14042219.6154,107799.246113,126.143405,0.968331
1057,MALUKU UTARA,PULAU BATANG DUA,TIFURE,82,71,012,002,8271012002,TERNATE,BADAN PUSAT STATISTIK,8271012,POLY,0,8271012002,82,MALUKU UTARA,71,TERNATE,12,PULAU BATANG DUA,2,TIFURE,266,236,120,0,92,0,120,1.786298,502,120,281.028104,67.178033,0.122007,0,14042665.4238,108571.870336,126.14741,0.975271
1058,MALUKU UTARA,PULAU BATANG DUA,BIDO,82,71,012,005,8271012005,TERNATE,BADAN PUSAT STATISTIK,8271012,POLY,0,8271012005,82,MALUKU UTARA,71,TERNATE,12,PULAU BATANG DUA,5,BIDO,167,172,111,0,89,0,111,9.083608,339,111,37.319972,12.219814,0.286067,0,14070361.2195,147872.819586,126.396205,1.328245
1059,MALUKU UTARA,PULAU BATANG DUA,PERUM BERSATU,82,71,012,006,8271012006,TERNATE,BADAN PUSAT STATISTIK,8271012,POLY,0,8271012006,82,MALUKU UTARA,71,TERNATE,12,PULAU BATANG DUA,6,PERUM BERSATU,91,81,49,0,49,0,49,0.125187,172,49,1373.948174,391.415468,0.050545,0,14066195.3066,147981.852945,126.358782,1.329224
1060,MALUKU UTARA,PULAU BATANG DUA,LELEWI,82,71,012,003,8271012003,TERNATE,BADAN PUSAT STATISTIK,8271012,POLY,0,8271012003,82,MALUKU UTARA,71,TERNATE,12,PULAU BATANG DUA,3,LELEWI,233,243,112,0,108,0,112,7.527606,476,112,63.233916,14.878568,0.25925,0,14069342.8054,145384.602555,126.387057,1.305899
1061,MALUKU UTARA,PULAU BATANG DUA,MAYAU,82,71,012,004,8271012004,TERNATE,BADAN PUSAT STATISTIK,8271012,POLY,0,8271012004,82,MALUKU UTARA,71,TERNATE,12,PULAU BATANG DUA,4,MAYAU,444,430,248,0,182,0,248,7.722425,874,248,113.176891,32.114267,0.176462,0,14067799.4533,148717.195368,126.373193,1.335828
1202,MALUKU UTARA,MABA TENGAH,MARATANA JAYA,82,06,041,007,8206041007,HALMAHERA TIMUR,BADAN PUSAT STATISTIK,8206041,POLY,0,8206041007,82,MALUKU UTARA,6,HALMAHERA TIMUR,41,MABA TENGAH,7,MARATANA JAYA,657,484,215,0,215,0,215,193.187294,1141,215,5.906186,1.11291,0.947916,0,14304656.5831,122925.252673,128.500916,1.104188
1204,MALUKU UTARA,MABA TENGAH,BANGUL,82,06,041,009,8206041009,HALMAHERA TIMUR,BADAN PUSAT STATISTIK,8206041,POLY,0,8206041009,82,MALUKU UTARA,6,HALMAHERA TIMUR,41,MABA TENGAH,9,BANGUL,153,161,80,0,80,0,80,65.217814,314,80,4.814635,1.226659,0.902897,0,14292545.8962,113359.746362,128.392124,1.018274
1245,MALUKU UTARA,MABA TENGAH,UPT DOROSAGO SP III,82,06,041,005,8206041005,HALMAHERA TIMUR,BADAN PUSAT STATISTIK,8206041,POLY,0,8206041005,82,MALUKU UTARA,6,HALMAHERA TIMUR,41,MABA TENGAH,5,UPT DOROSAGO SP III,11,17,10,0,10,0,10,0.729511,28,10,38.381876,13.707813,0.270095,0,14296230.6525,119524.919783,128.425225,1.073648
1246,MALUKU UTARA,MABA TENGAH,UPT DOROSAGO SP V,82,06,041,003,8206041003,HALMAHERA TIMUR,BADAN PUSAT STATISTIK,8206041,POLY,0,8206041003,82,MALUKU UTARA,6,HALMAHERA TIMUR,41,MABA TENGAH,3,UPT DOROSAGO SP V,7,9,7,0,7,0,7,1.174617,16,7,13.621464,5.95939,0.409637,0,14303404.9321,113649.832758,128.489673,1.02088
1247,MALUKU UTARA,MABA UTARA,UPT PATLIAN SP I,82,06,042,008,8206042008,HALMAHERA TIMUR,BADAN PUSAT STATISTIK,8206042,POLY,0,8206042008,82,MALUKU UTARA,6,HALMAHERA TIMUR,42,MABA UTARA,8,UPT PATLIAN SP I,246,240,156,0,33,0,156,2.569851,486,156,189.116014,60.703906,0.128349,0,14321810.8907,165599.136329,128.655016,1.487435
1248,MALUKU UTARA,MABA UTARA,UPT PATLIAN SP II,82,06,042,009,8206042009,HALMAHERA TIMUR,BADAN PUSAT STATISTIK,8206042,POLY,0,8206042009,82,MALUKU UTARA,6,HALMAHERA TIMUR,42,MABA UTARA,9,UPT PATLIAN SP II,158,145,82,0,7,0,82,1.673834,303,82,181.021515,48.989321,0.142873,0,14321436.0197,161679.684856,128.651649,1.452238
1290,MALUKU UTARA,KAO BARAT,TAKIMO,82,05,021,018,8205021018,HALMAHERA UTARA,BADAN PUSAT STATISTIK,8205021,POLY,0,8205021018,82,MALUKU UTARA,5,HALMAHERA UTARA,21,KAO BARAT,18,TAKIMO,86,60,50,0,50,0,50,21.148427,146,50,6.903587,2.364242,0.65036,0,14236767.5021,153523.315953,127.891058,1.37899
1312,MALUKU UTARA,TOBELO BARAT,UPT TOGOLIUA,82,05,031,006,8205031006,HALMAHERA UTARA,BADAN PUSAT STATISTIK,8205031,POLY,0,8205031006,82,MALUKU UTARA,5,HALMAHERA UTARA,31,TOBELO BARAT,6,UPT TOGOLIUA,249,236,163,0,163,0,163,54.18244,485,163,8.95124,3.008355,0.576548,0,14234317.1053,171173.275777,127.869046,1.537491
1413,MALUKU UTARA,TOBELO TENGAH,TANJUNG NIARA,82,05,041,009,8205041009,HALMAHERA UTARA,BADAN PUSAT STATISTIK,8205041,POLY,0,8205041009,82,MALUKU UTARA,5,HALMAHERA UTARA,41,TOBELO TENGAH,9,TANJUNG NIARA,599,533,308,287,21,0.931818,21,1.209722,1132,308,935.752438,254.60402,0.062671,0,14250573.4485,189215.635796,128.015079,1.699504
1452,MALUKU UTARA,LOLODA UTARA,APULEA,82,05,060,001,8205060001,HALMAHERA UTARA,BADAN PUSAT STATISTIK,8205060,POLY,0,8205060001,82,MALUKU UTARA,5,HALMAHERA UTARA,60,LOLODA UTARA,1,APULEA,212,188,98,0,98,0,98,0.050799,400,98,7874.117121,1929.158695,0.022768,0,14217760.4922,217844.142762,127.720316,1.956547
1453,MALUKU UTARA,KEPULAUAN JORONGA,TAWABI,82,04,083,003,8204083003,HALMAHERA SELATAN,BADAN PUSAT STATISTIK,8204083,POLY,0,8204083003,82,MALUKU UTARA,4,HALMAHERA SELATAN,83,KEPULAUAN JORONGA,3,TAWABI,433,426,240,0,30,0,240,2.405533,859,240,357.093452,99.769998,0.100115,0,14292938.4688,-125692.234098,128.395651,-1.129039
1454,MALUKU UTARA,KEPULAUAN JORONGA,PULAU GALA,82,04,083,002,8204083002,HALMAHERA SELATAN,BADAN PUSAT STATISTIK,8204083,POLY,0,8204083002,82,MALUKU UTARA,4,HALMAHERA SELATAN,83,KEPULAUAN JORONGA,2,PULAU GALA,499,479,218,0,33,0,218,0.464259,978,218,2106.582964,469.565528,0.046148,0,14286849.1771,-122995.481442,128.34095,-1.104819
1455,MALUKU UTARA,KEPULAUAN JORONGA,GONONE,82,04,083,001,8204083001,HALMAHERA SELATAN,BADAN PUSAT STATISTIK,8204083,POLY,0,8204083001,82,MALUKU UTARA,4,HALMAHERA SELATAN,83,KEPULAUAN JORONGA,1,GONONE,178,209,82,0,82,0,82,0.226662,387,82,1707.390248,361.772611,0.052575,0,14284014.9693,-121245.500785,128.31549,-1.089101
1501,MALUKU UTARA,GANE TIMUR,SUKA MAJU,82,04,090,011,8204090011,HALMAHERA SELATAN,BADAN PUSAT STATISTIK,8204090,POLY,0,8204090011,82,MALUKU UTARA,4,HALMAHERA SELATAN,90,GANE TIMUR,11,SUKA MAJU,32,32,16,0,15,0,16,17.816958,64,16,3.592083,0.898021,1.055253,0,14225622.6295,-12624.171333,127.790942,-0.113405
1502,MALUKU UTARA,GANE TIMUR,RAWA JAYA,82,04,090,010,8204090010,HALMAHERA SELATAN,BADAN PUSAT STATISTIK,8204090,POLY,0,8204090010,82,MALUKU UTARA,4,HALMAHERA SELATAN,90,GANE TIMUR,10,RAWA JAYA,34,24,15,0,15,0,15,6.519867,58,15,8.895888,2.300661,0.659286,0,14228564.0481,-12403.896105,127.817366,-0.111426
1504,MALUKU UTARA,GANE TIMUR,BUKIT INDAH,82,04,090,009,8204090009,HALMAHERA SELATAN,BADAN PUSAT STATISTIK,8204090,POLY,0,8204090009,82,MALUKU UTARA,4,HALMAHERA SELATAN,90,GANE TIMUR,9,BUKIT INDAH,110,101,54,0,10,0,54,30.849654,211,54,6.839623,1.750425,0.755837,0,14231859.0442,-12833.60612,127.846965,-0.115286
1505,MALUKU UTARA,GANE TIMUR,SUMBER MAKMUR,82,04,090,013,8204090013,HALMAHERA SELATAN,BADAN PUSAT STATISTIK,8204090,POLY,0,8204090013,82,MALUKU UTARA,4,HALMAHERA SELATAN,90,GANE TIMUR,13,SUMBER MAKMUR,187,158,112,0,40,0,112,14.177527,345,112,24.334286,7.899826,0.355788,0,14225352.3967,-8955.504831,127.788515,-0.080449
1509,MALUKU UTARA,GANE TIMUR,TUNGGUL WULUNG,82,04,090,023,8204090023,HALMAHERA SELATAN,BADAN PUSAT STATISTIK,8204090,POLY,0,8204090023,82,MALUKU UTARA,4,HALMAHERA SELATAN,90,GANE TIMUR,23,TUNGGUL WULUNG,93,82,44,0,20,0,44,51.675676,175,44,3.386506,0.851464,1.083719,0,14229693.6044,-5588.886917,127.827513,-0.050206
1510,MALUKU UTARA,GANE TIMUR,BUKIT RAYA,82,04,090,012,8204090012,HALMAHERA SELATAN,BADAN PUSAT STATISTIK,8204090,POLY,0,8204090012,82,MALUKU UTARA,4,HALMAHERA SELATAN,90,GANE TIMUR,12,BUKIT RAYA,139,126,66,0,28,0,66,42.161794,265,66,6.285311,1.565398,0.799259,0,14235330.9024,-4726.045269,127.878153,-0.042455
1518,MALUKU UTARA,GANE TIMUR,WAIMILI,82,04,090,019,8204090019,HALMAHERA SELATAN,BADAN PUSAT STATISTIK,8204090,POLY,0,8204090019,82,MALUKU UTARA,4,HALMAHERA SELATAN,90,GANE TIMUR,19,WAIMILI,305,294,150,0,36,0,150,62.696568,599,150,9.553952,2.392475,0.646512,0,14234448.7102,14498.749888,127.870228,0.130244
1547,MALUKU UTARA,BACAN SELATAN,PAPALOANG,82,04,033,010,8204033010,HALMAHERA SELATAN,BADAN PUSAT STATISTIK,8204033,POLY,0,8204033010,82,MALUKU UTARA,4,HALMAHERA SELATAN,33,BACAN SELATAN,10,PAPALOANG,178,157,85,52,13,0.611765,33,7.606162,335,85,44.04324,11.17515,0.299139,0,14194463.0096,-73923.435162,127.511031,-0.664051
1623,MALUKU UTARA,KAYOA SELATAN,ORIMAKURUNGA,82,04,062,006,8204062006,HALMAHERA SELATAN,BADAN PUSAT STATISTIK,8204062,POLY,0,8204062006,82,MALUKU UTARA,4,HALMAHERA SELATAN,62,KAYOA SELATAN,6,ORIMAKURUNGA,532,547,352,0,35,0,352,5.02769,1079,352,214.611492,70.012275,0.119512,0,14183310.1537,-6894.132877,127.410843,-0.061931
1638,MALUKU UTARA,KAYOA UTARA,MODAYAMA,82,04,063,004,8204063004,HALMAHERA SELATAN,BADAN PUSAT STATISTIK,8204063,POLY,0,8204063004,82,MALUKU UTARA,4,HALMAHERA SELATAN,63,KAYOA UTARA,4,MODAYAMA,318,330,151,51,0,0.337748,100,3.217058,648,151,201.426262,46.937293,0.145962,0,14185485.5662,14337.964597,127.430385,0.1288
1647,MALUKU UTARA,OBI SELATAN,LOLEO,82,04,010,001,8204010001,HALMAHERA SELATAN,BADAN PUSAT STATISTIK,8204010,POLY,0,8204010001,82,MALUKU UTARA,4,HALMAHERA SELATAN,10,OBI SELATAN,1,LOLEO,313,307,130,0,40,0,130,11.21142,620,130,55.300756,11.59532,0.293669,0,14203077.1901,-205254.408987,127.588413,-1.843514
1648,MALUKU UTARA,OBI SELATAN,MANO,82,04,010,002,8204010002,HALMAHERA SELATAN,BADAN PUSAT STATISTIK,8204010,POLY,0,8204010002,82,MALUKU UTARA,4,HALMAHERA SELATAN,10,OBI SELATAN,2,MANO,1177,1204,524,0,79,0,524,12.113458,2381,524,196.558247,43.257674,0.152044,0,14207102.5312,-204320.496436,127.624573,-1.835128
1704,MALUKU UTARA,BACAN TIMUR,SALI KECIL,82,04,040,018,8204040018,HALMAHERA SELATAN,BADAN PUSAT STATISTIK,8204040,POLY,0,8204040018,82,MALUKU UTARA,4,HALMAHERA SELATAN,40,BACAN TIMUR,18,SALI KECIL,126,121,64,0,6,0,64,2.052022,247,64,120.369106,31.188756,0.179061,0,14219229.5325,-46941.423192,127.733512,-0.421678
1706,MALUKU UTARA,OBI TIMUR,KELO,82,04,022,002,8204022002,HALMAHERA SELATAN,BADAN PUSAT STATISTIK,8204022,POLY,0,8204022002,82,MALUKU UTARA,4,HALMAHERA SELATAN,22,OBI TIMUR,2,KELO,239,239,98,0,30,0,98,0.001518,478,98,314958.691634,64573.120879,0.003935,0,14234761.4597,-154380.823458,127.873038,-1.386691
1707,MALUKU UTARA,OBI TIMUR,KELO,82,04,022,002,8204022002,HALMAHERA SELATAN,BADAN PUSAT STATISTIK,8204022,POLY,0,8204022002,82,MALUKU UTARA,4,HALMAHERA SELATAN,22,OBI TIMUR,2,KELO,239,239,98,0,30,0,98,0.015086,478,98,31685.271523,6496.143534,0.012407,0,14234331.8194,-154229.820054,127.869178,-1.385335
1709,MALUKU,SERAM BARAT,NEGERI KAWA,81,06,020,021,8106020021,SERAM BAGIAN BARAT,BADAN PUSAT STATISTIK,8106020,POLY,0,8106020021,81,MALUKU,6,SERAM BAGIAN BARAT,20,SERAM BARAT,21,NEGERI KAWA,2435,2259,939,678,15,0.722045,261,2.400048,4694,939,1955.793992,391.24213,0.050557,0,14319957.1158,-167635.332023,128.638363,-1.50572
1710,MALUKU UTARA,SULA BESI TIMUR,WAILIA,82,03,022,001,8203022001,KEPULAUAN SULA,BADAN PUSAT STATISTIK,8203022,POLY,0,8203022001,82,MALUKU UTARA,3,KEPULAUAN SULA,22,SULABESI TIMUR,1,WAILIA,339,297,148,0,11,0,148,22.501756,636,148,28.264461,6.577264,0.389922,0,14028489.8732,-272088.141486,126.020069,-2.443468
